词	TF	IDF	Raw_Score	Final_Score
9.08%	0.139375	7.807307	5.185499	0.698441
1.36%	0.139375	7.807307	5.185499	0.698441
10.91%	0.139375	7.807307	5.185499	0.698441
视频信号	0.304692	7.807307	5.574753	0.730186
觉察	0.219434	7.807307	5.411304	0.717214
先分	0.143938	7.807307	5.201517	0.699806
JND	0.546486	7.402045	5.706475	0.740271
HEVC	0.476652	7.114566	5.519963	0.725894
平均码率	0.143938	7.807307	5.201517	0.699806
HM16.0	0.143938	7.807307	5.201517	0.699806
10.3%	0.143938	7.807307	5.201517	0.699806
一时间	0.146084	7.807307	5.208876	0.700431
新边	0.146084	7.807307	5.208876	0.700431
生态学	0.210405	7.807307	5.390391	0.715517
说起	0.140210	7.807307	5.188468	0.698694
治理	0.140210	7.807307	5.188468	0.698694
脱口	0.140210	7.807307	5.188468	0.698694
开出	0.140210	7.807307	5.188468	0.698694
药到病除	0.140210	7.807307	5.188468	0.698694
祖传秘方	0.140210	7.807307	5.188468	0.698694
到底	0.140210	7.807307	5.188468	0.698694
从来	0.140210	7.807307	5.188468	0.698694
没人	0.140210	7.807307	5.188468	0.698694
认真思考	0.140210	7.807307	5.188468	0.698694
顶多	0.140210	7.807307	5.188468	0.698694
搞	0.140210	7.807307	5.188468	0.698694
法规	0.140210	7.807307	5.188468	0.698694
配套措施	0.140210	7.807307	5.188468	0.698694
皮毛	0.140210	7.807307	5.188468	0.698694
并存	0.140210	7.807307	5.188468	0.698694
狮子	0.263156	7.807307	5.501764	0.724456
牛羊	0.263156	7.807307	5.501764	0.724456
狩猎	0.140210	7.807307	5.188468	0.698694
猎	0.140210	7.807307	5.188468	0.698694
生态平衡	0.299723	7.807307	5.566563	0.729548
牧民	0.263156	7.807307	5.501764	0.724456
竞争性	0.140210	7.807307	5.188468	0.698694
互惠互利	0.140210	7.807307	5.188468	0.698694
捕猎	0.140210	7.807307	5.188468	0.698694
Dhillon	0.152096	7.807307	5.228932	0.702130
WSLA	0.143938	7.807307	5.201517	0.699806
公共信息	0.143938	7.807307	5.201517	0.699806
自觉	0.143938	7.807307	5.201517	0.699806
逻辑联系	0.144984	7.807307	5.205118	0.700112
NGIIP	0.253917	7.807307	5.483968	0.723044
FastInfoset	0.489150	7.807307	5.810637	0.748018
Infoset	0.280773	7.807307	5.534034	0.727002
ISO	0.150209	7.807307	5.222722	0.701605
IEC	0.150209	7.807307	5.222722	0.701605
电工	0.150209	7.807307	5.222722	0.701605
投票表决	0.146849	7.807307	5.211475	0.700652
ParlayAPI	0.274190	7.807307	5.522218	0.726072
前述	0.160914	7.807307	5.256961	0.704490
黑名单	0.151133	7.807307	5.225773	0.701863
监测点	0.151133	7.807307	5.225773	0.701863
进出	0.151133	7.807307	5.225773	0.701863
COPS	0.144281	7.807307	5.202700	0.699906
大区	0.145344	7.807307	5.206352	0.700217
Freeze	0.368114	7.807307	5.668957	0.737432
立刻	0.140496	7.807307	5.189482	0.698781
从慢	0.140496	7.807307	5.189482	0.698781
MDAPSK	0.349939	7.807307	5.643728	0.735508
DAPSK	0.141080	7.807307	5.191546	0.698957
高阶差分	0.141080	7.807307	5.191546	0.698957
16DAPSK	0.141080	7.807307	5.191546	0.698957
64DAPSK	0.141080	7.807307	5.191546	0.698957
IPVPN	0.304692	7.807307	5.574753	0.730186
eTOM	0.151609	7.807307	5.227339	0.701995
若要	0.154151	7.807307	5.235606	0.702693
数论	0.148466	7.807307	5.216918	0.701113
4r	0.148466	7.807307	5.216918	0.701113
pr	0.148466	7.807307	5.216918	0.701113
nI	0.148466	7.807307	5.216918	0.701113
Fpr	0.226082	7.807307	5.426160	0.718414
外力作用	0.176829	7.807307	5.303877	0.708407
刚性	0.284806	7.402045	5.381905	0.714826
封闭型	0.176829	7.807307	5.303877	0.708407
Masakazu	0.192887	7.807307	5.347129	0.711980
Jimbo	0.192887	7.807307	5.347129	0.711980
Ryoh	0.192887	7.807307	5.347129	0.711980
Fuji	0.192887	7.807307	5.347129	0.711980
Hara	0.192887	7.807307	5.347129	0.711980
1990	0.192887	7.807307	5.347129	0.711980
简要地	0.140496	7.807307	5.189482	0.698781
错是	0.140496	7.807307	5.189482	0.698781
强有力	0.494883	6.891626	5.443537	0.719813
卷回	0.140496	7.807307	5.189482	0.698781
备查	0.140496	7.807307	5.189482	0.698781
剧情	0.260684	7.807307	5.497064	0.724084
VP	0.163125	7.807307	5.263750	0.705060
VC	0.466594	7.114566	5.509341	0.725056
状态方程	0.447270	7.402045	5.606653	0.732658
线簧	0.358147	7.807307	5.655280	0.736390
对线	0.164711	7.807307	5.268563	0.705463
簧	0.249817	7.807307	5.475863	0.722399
数理	0.164711	7.807307	5.268563	0.705463
系列产品	0.164711	7.807307	5.268563	0.705463
FPLMTS	0.232129	7.807307	5.439301	0.719472
公用	0.158235	7.807307	5.248612	0.703789
LRF	0.158235	7.807307	5.248612	0.703789
TAF	0.158235	7.807307	5.248612	0.703789
数据抽象	0.280627	7.402045	5.374549	0.714226
GDMO	0.154151	7.807307	5.235606	0.702693
阵对	0.148889	7.807307	5.218334	0.701233
当小	0.279615	7.402045	5.372750	0.714079
2M	0.226702	7.807307	5.427525	0.718524
无绳	0.163906	7.807307	5.266126	0.705259
申请者	0.164711	7.807307	5.268563	0.705463
OCPN	0.180854	7.807307	5.315076	0.709336
同步控制	0.180854	7.807307	5.315076	0.709336
杆件	0.368750	7.402045	5.510503	0.725148
详细信息	0.274214	7.402045	5.363044	0.713286
Moran	0.232872	7.807307	5.440893	0.719600
实时控制	0.395428	7.114566	5.426946	0.718478
FastICA	0.305769	7.807307	5.576510	0.730323
负熵	0.144630	7.807307	5.203901	0.700008
固定点	0.144630	7.807307	5.203901	0.700008
PARAFAC	0.689626	7.114566	5.703968	0.740082
BALS	0.311318	7.807307	5.585469	0.731019
服装	0.292657	7.807307	5.554680	0.728620
产品销售	0.161630	7.807307	5.259170	0.704676
对后	0.161630	7.807307	5.259170	0.704676
当白	0.148050	7.807307	5.215525	0.700995
NCMR	0.279986	7.807307	5.532635	0.726892
CLQPSO	0.298070	7.807307	5.563808	0.729333
GRNN	0.261680	7.807307	5.498962	0.724234
群所	0.139375	7.807307	5.185499	0.698441
Tian	0.141080	7.807307	5.191546	0.698957
DAC	0.209313	7.807307	5.387801	0.715306
低电压	0.137063	7.807307	5.177181	0.697730
LVDS	0.209313	7.807307	5.387801	0.715306
工作频率	0.137063	7.807307	5.177181	0.697730
SMIC	0.137063	7.807307	5.177181	0.697730
发送器	0.137063	7.807307	5.177181	0.697730
铒	0.376389	7.402045	5.520714	0.725954
Wigner	0.421441	7.402045	5.577022	0.730362
Ville	0.155249	7.807307	5.239137	0.702991
种时频	0.155249	7.807307	5.239137	0.702991
统计学	0.155249	7.807307	5.239137	0.702991
透	0.223710	7.807307	5.420912	0.717991
能力差异	0.149320	7.807307	5.219772	0.701355
从机	0.149320	7.807307	5.219772	0.701355
RNC	0.259800	7.807307	5.495374	0.723950
DCES	0.259800	7.807307	5.495374	0.723950
RDCNCode	0.138314	7.807307	5.181699	0.698116
AdapCode	0.138314	7.807307	5.181699	0.698116
4.02%	0.138314	7.807307	5.181699	0.698116
14.83%	0.138314	7.807307	5.181699	0.698116
4.65%	0.138314	7.807307	5.181699	0.698116
种自	0.145711	7.807307	5.207605	0.700323
跟踪服务	0.145711	7.807307	5.207605	0.700323
ANTREA	0.207918	7.807307	5.384472	0.715035
及查	0.136117	7.807307	5.173738	0.697435
充分利用网络	0.136117	7.807307	5.173738	0.697435
EndRE	0.207918	7.807307	5.384472	0.715035
Filmtipset	0.147643	7.807307	5.214154	0.700879
Kruskal	0.271585	7.807307	5.517464	0.725697
M2M	0.469615	7.402045	5.630940	0.734528
提多	0.150209	7.807307	5.222722	0.701605
或非	0.218938	7.807307	5.410178	0.717123
原文	0.226702	7.807307	5.427525	0.718524
句首	0.148889	7.807307	5.218334	0.701233
可端	0.148889	7.807307	5.218334	0.701233
短环	0.374079	7.114566	5.399318	0.716243
LDSM	0.293005	7.807307	5.555272	0.728667
差为	0.136822	7.807307	5.176307	0.697655
2.46	0.136822	7.807307	5.176307	0.697655
七	0.140496	7.807307	5.189482	0.698781
早期	0.343139	7.402045	5.474659	0.722303
重新加入	0.148466	7.807307	5.216918	0.701113
及早	0.357878	7.402045	5.495601	0.723968
存活	0.275292	7.402045	5.364995	0.713445
声明	0.226082	7.807307	5.426160	0.718414
单项	0.279244	7.402045	5.372089	0.714025
权法	0.372345	7.114566	5.397007	0.716055
每一项	0.148466	7.807307	5.216918	0.701113
Graph	0.274190	7.807307	5.522218	0.726072
EGBIS	0.145711	7.807307	5.207605	0.700323
graph	0.145711	7.807307	5.207605	0.700323
SGBIS	0.145711	7.807307	5.207605	0.700323
SLIC	0.145711	7.807307	5.207605	0.700323
图中边	0.145711	7.807307	5.207605	0.700323
VI	0.145711	7.807307	5.207605	0.700323
PRI	0.145711	7.807307	5.207605	0.700323
KLMS	0.218450	7.807307	5.409066	0.717033
AKLMS	0.222039	7.807307	5.417178	0.717689
Small	0.234408	7.807307	5.444165	0.719863
cell	0.234408	7.807307	5.444165	0.719863
ScaSVNE	0.246034	7.807307	5.468265	0.721793
本来面目	0.155818	7.807307	5.240955	0.703144
RIN	0.215232	7.807307	5.401679	0.716434
岛式	0.208607	7.807307	5.386119	0.715170
抛光	0.421773	7.807307	5.736767	0.742545
水龙头	0.139104	7.807307	5.184533	0.698358
群法	0.212322	7.807307	5.394905	0.715884
加工点	0.139104	7.807307	5.184533	0.698358
加工余量	0.139104	7.807307	5.184533	0.698358
过重	0.139104	7.807307	5.184533	0.698358
SCATN	0.212322	7.807307	5.394905	0.715884
连接性	0.139104	7.807307	5.184533	0.698358
通配符	0.163125	7.807307	5.263750	0.705060
TSRPM	0.163125	7.807307	5.263750	0.705060
流表中	0.163125	7.807307	5.263750	0.705060
球面	0.274190	7.807307	5.522218	0.726072
发动机	0.287682	7.807307	5.546141	0.727952
噪声控制	0.287682	7.807307	5.546141	0.727952
TEMCell	0.239204	7.807307	5.454249	0.720672
隐马尔柯夫	0.304692	7.807307	5.574753	0.730186
密钥流	0.304692	7.807307	5.574753	0.730186
剪音	0.287682	7.807307	5.546141	0.727952
RSON	0.320354	7.807307	5.599722	0.732123
连接起来	0.136349	7.807307	5.174585	0.697508
OSRP	0.136349	7.807307	5.174585	0.697508
心跳	0.163125	7.807307	5.263750	0.705060
圆阵互	0.223144	7.807307	5.419649	0.717889
为互	0.149320	7.807307	5.219772	0.701355
出互	0.149320	7.807307	5.219772	0.701355
此列	0.149320	7.807307	5.219772	0.701355
微扰	0.149320	7.807307	5.219772	0.701355
每位	0.150666	7.807307	5.224234	0.701733
UWBOFDM	0.162367	7.807307	5.261432	0.704866
JE	0.162367	7.807307	5.261432	0.704866
KG	0.148889	7.807307	5.218334	0.701233
热库	0.159539	7.807307	5.252693	0.704132
延缓	0.159539	7.807307	5.252693	0.704132
而负	0.159539	7.807307	5.252693	0.704132
UID	0.336348	7.807307	5.623992	0.733994
误警	0.163906	7.807307	5.266126	0.705259
平移因子	0.145711	7.807307	5.207605	0.700323
称其为	0.145711	7.807307	5.207605	0.700323
脉位调制	0.145711	7.807307	5.207605	0.700323
THPPM	0.145711	7.807307	5.207605	0.700323
Scholtzs	0.145711	7.807307	5.207605	0.700323
SDRL	0.150666	7.807307	5.224234	0.701733
文件名	0.150666	7.807307	5.224234	0.701733
睁开	0.150666	7.807307	5.224234	0.701733
INS	0.412609	7.402045	5.566473	0.729541
等值线	0.290580	7.402045	5.391894	0.715639
格网	0.147643	7.807307	5.214154	0.700879
CEP	0.147643	7.807307	5.214154	0.700879
GillbertElliott	0.154694	7.807307	5.237354	0.702841
调整机制	0.154694	7.807307	5.237354	0.702841
先以	0.148889	7.807307	5.218334	0.701233
内像素	0.148889	7.807307	5.218334	0.701233
后部	0.143938	7.807307	5.201517	0.699806
内随	0.143938	7.807307	5.201517	0.699806
信息网络	0.159539	7.807307	5.252693	0.704132
恒价	0.304692	7.807307	5.574753	0.730186
记费	0.243269	7.807307	5.462638	0.721343
OFDMCDMA	0.238568	7.807307	5.452923	0.720566
码域	0.161630	7.807307	5.259170	0.704676
各包	0.163125	7.807307	5.263750	0.705060
逐项	0.169142	7.807307	5.281770	0.706567
窗码	0.151133	7.807307	5.225773	0.701863
可操作性	0.279376	7.402045	5.372325	0.714044
更适宜	0.291484	7.402045	5.393441	0.715765
MMSERAKE	0.151609	7.807307	5.227339	0.701995
无刷	0.244285	7.807307	5.464713	0.721509
TMS320LF2407A	0.166398	7.807307	5.273631	0.705887
充分保证	0.154694	7.807307	5.237354	0.702841
安全可靠	0.483335	6.891626	5.431783	0.718867
切点	0.269741	7.807307	5.514071	0.725430
漏斗	0.143938	7.807307	5.201517	0.699806
IntServ	0.143938	7.807307	5.201517	0.699806
保障性	0.143938	7.807307	5.201517	0.699806
ATN	0.206265	7.807307	5.380499	0.714712
ISODE	0.135887	7.807307	5.172899	0.697364
TP4	0.255499	7.807307	5.487060	0.723290
流控	0.135887	7.807307	5.172899	0.697364
信誉度	0.415975	7.402045	5.570519	0.729856
动因	0.222039	7.807307	5.417178	0.717689
流内	0.216570	7.807307	5.404764	0.716684
转发给	0.144630	7.807307	5.203901	0.700008
设计协议	0.139928	7.807307	5.187467	0.698609
主观性	0.331291	7.402045	5.457164	0.720905
消减	0.145344	7.807307	5.206352	0.700217
局限于	0.145344	7.807307	5.206352	0.700217
EGC	0.304487	7.807307	5.574418	0.730160
定值	0.142619	7.807307	5.196940	0.699416
K2	0.143600	7.807307	5.200349	0.699706
项数	0.143600	7.807307	5.200349	0.699706
K3	0.143600	7.807307	5.200349	0.699706
几次	0.143600	7.807307	5.200349	0.699706
ABCM	0.256318	7.807307	5.488653	0.723416
记住	0.136349	7.807307	5.174585	0.697508
排斥	0.208260	7.807307	5.385291	0.715102
不快	0.136349	7.807307	5.174585	0.697508
IABCM	0.208260	7.807307	5.385291	0.715102
解只	0.136349	7.807307	5.174585	0.697508
一次函数	0.136349	7.807307	5.174585	0.697508
解好	0.136349	7.807307	5.174585	0.697508
播种	0.148889	7.807307	5.218334	0.701233
logistic	0.148889	7.807307	5.218334	0.701233
器是	0.152593	7.807307	5.230555	0.702267
记忆效应	0.152593	7.807307	5.230555	0.702267
声纳	0.489150	7.402045	5.651245	0.736082
编码链	0.217969	7.807307	5.407969	0.716944
多源光	0.217969	7.807307	5.407969	0.716944
化光	0.144984	7.807307	5.205118	0.700112
V2X	0.214371	7.807307	5.399685	0.716272
UEs	0.332446	7.807307	5.618179	0.733547
手掌	0.274190	7.807307	5.522218	0.726072
静脉	0.274190	7.807307	5.522218	0.726072
DMSC	0.228637	7.807307	5.431754	0.718865
外形	0.150209	7.807307	5.222722	0.701605
识别力	0.150209	7.807307	5.222722	0.701605
关谱	0.153101	7.807307	5.232207	0.702406
Han	0.134145	7.807307	5.166485	0.696814
Kobayashi	0.134145	7.807307	5.166485	0.696814
HK	0.252405	7.807307	5.480995	0.722807
公有	0.205008	7.807307	5.377458	0.714464
RHK	0.287682	7.807307	5.546141	0.727952
內界	0.134145	7.807307	5.166485	0.696814
精灵	0.134145	7.807307	5.166485	0.696814
风机	0.218938	7.807307	5.410178	0.717123
叶片	0.335884	7.807307	5.623305	0.733941
倍频程	0.223710	7.807307	5.420912	0.717991
无量	0.271149	7.402045	5.357449	0.712827
纲	0.146849	7.807307	5.211475	0.700652
风场	0.146849	7.807307	5.211475	0.700652
word2vec	0.148050	7.807307	5.215525	0.700995
RITE	0.225473	7.807307	5.424817	0.718306
VAL	0.225473	7.807307	5.424817	0.718306
MacroF1	0.148050	7.807307	5.215525	0.700995
0.629	0.148050	7.807307	5.215525	0.700995
BUPTTeam	0.148050	7.807307	5.215525	0.700995
0.615	0.148050	7.807307	5.215525	0.700995
OEM	0.371296	7.807307	5.673244	0.737758
SWF	0.298614	7.807307	5.564716	0.729404
头尾	0.141990	7.807307	5.194741	0.699229
体聚类	0.141990	7.807307	5.194741	0.699229
Huffman	0.141990	7.807307	5.194741	0.699229
百例	0.141990	7.807307	5.194741	0.699229
源文件	0.141990	7.807307	5.194741	0.699229
显性	0.141990	7.807307	5.194741	0.699229
度及	0.154151	7.807307	5.235606	0.702693
初步解决	0.154151	7.807307	5.235606	0.702693
已具	0.136822	7.807307	5.176307	0.697655
紧急	0.136822	7.807307	5.176307	0.697655
级差	0.208958	7.807307	5.386955	0.715238
IEEE14	0.136822	7.807307	5.176307	0.697655
Rete	0.273522	7.807307	5.521004	0.725977
Im	0.226082	7.807307	5.426160	0.718414
MFG	0.255096	7.807307	5.486275	0.723227
DPP	0.255096	7.807307	5.486275	0.723227
关熵	0.152096	7.807307	5.228932	0.702130
91.08%	0.152096	7.807307	5.228932	0.702130
98.8%	0.152096	7.807307	5.228932	0.702130
Floyd	0.292368	7.402045	5.394948	0.715888
Warshall	0.148889	7.807307	5.218334	0.701233
流在	0.148889	7.807307	5.218334	0.701233
频变	0.607824	7.402045	5.759491	0.744239
EMP	0.136822	7.807307	5.176307	0.697655
端接	0.321371	7.807307	5.601300	0.732245
幅频特性	0.208958	7.807307	5.386955	0.715238
相频特性	0.208958	7.807307	5.386955	0.715238
VF	0.136822	7.807307	5.176307	0.697655
留数	0.136822	7.807307	5.176307	0.697655
外层	0.139928	7.807307	5.187467	0.698609
内层	0.139928	7.807307	5.187467	0.698609
iBeacon	0.274190	7.807307	5.522218	0.726072
23%	0.277557	7.402045	5.369074	0.713779
并重	0.140210	7.807307	5.188468	0.698694
NS3	0.140210	7.807307	5.188468	0.698694
相变	0.295966	7.807307	5.560280	0.729058
中写	0.138314	7.807307	5.181699	0.698116
地址映射	0.138314	7.807307	5.181699	0.698116
43.9%	0.138314	7.807307	5.181699	0.698116
Karush	0.141682	7.807307	5.193663	0.699137
shuffle	0.299165	7.807307	5.565634	0.729476
value	0.262657	7.807307	5.500819	0.724382
分区表	0.213535	7.807307	5.397739	0.716114
普适性	0.402803	7.402045	5.554492	0.728606
DPFC	0.320317	7.807307	5.599665	0.732118
距离远	0.153101	7.807307	5.232207	0.702406
由主	0.153101	7.807307	5.232207	0.702406
协调控制	0.153101	7.807307	5.232207	0.702406
ReLU	0.202096	7.807307	5.370337	0.713882
响应值	0.132174	7.807307	5.159124	0.696182
fHOG	0.132174	7.807307	5.159124	0.696182
OTB100	0.250654	7.402045	5.318341	0.709606
白光	0.263156	7.807307	5.501764	0.724456
黑白图象	0.263156	7.807307	5.501764	0.724456
假彩色	0.263156	7.807307	5.501764	0.724456
试论	0.358147	7.807307	5.655280	0.736390
DAPL	0.263156	7.807307	5.501764	0.724456
论球壳	0.327037	7.807307	5.610007	0.732917
情报学	0.489150	7.807307	5.810637	0.748018
Ladies	0.180854	7.807307	5.315076	0.709336
工艺水平	0.169142	7.807307	5.281770	0.706567
操作速度	0.169142	7.807307	5.281770	0.706567
电线	0.242280	7.807307	5.460609	0.721181
感应	0.276962	7.402045	5.368006	0.713692
电势	0.380023	7.402045	5.525500	0.726331
随导	0.142941	7.807307	5.198062	0.699512
一门	0.156400	7.807307	5.242810	0.703301
码子	0.145344	7.807307	5.206352	0.700217
该盲	0.145344	7.807307	5.206352	0.700217
MLE	0.166398	7.807307	5.273631	0.705887
失锁	0.166398	7.807307	5.273631	0.705887
室主段	0.248646	7.807307	5.473522	0.722212
特征函数	0.163906	7.807307	5.266126	0.705259
横截面	0.163906	7.807307	5.266126	0.705259
绘出	0.163906	7.807307	5.266126	0.705259
机顶盒	0.251026	7.807307	5.478265	0.722590
NIU	0.259157	7.807307	5.494139	0.723852
机顶	0.171136	7.807307	5.287599	0.707053
STU	0.259157	7.807307	5.494139	0.723852
DAVID	0.171136	7.807307	5.287599	0.707053
应当	0.169142	7.807307	5.281770	0.706567
存储体	0.247508	7.807307	5.471239	0.722030
一行	0.174417	7.807307	5.297045	0.707840
数码	0.232872	7.807307	5.440893	0.719600
时光	0.239204	7.807307	5.454249	0.720672
扩时码	0.243269	7.807307	5.462638	0.721343
p3	0.160217	7.807307	5.254803	0.704309
限幅器	0.160217	7.807307	5.254803	0.704309
TMS320C6201	0.185479	7.807307	5.327641	0.710375
有待于	0.190876	7.807307	5.341914	0.711551
可比性	0.154694	7.807307	5.237354	0.702841
方合	0.263914	7.807307	5.503197	0.724570
痕	0.263914	7.807307	5.503197	0.724570
合痕	0.182322	7.807307	5.319098	0.709669
测量机	0.154151	7.807307	5.235606	0.702693
忠实	0.154151	7.807307	5.235606	0.702693
纪录	0.154151	7.807307	5.235606	0.702693
学习者	0.154151	7.807307	5.235606	0.702693
集中度	0.158235	7.807307	5.248612	0.703789
分散度	0.158235	7.807307	5.248612	0.703789
经过训练	0.158235	7.807307	5.248612	0.703789
发分集	0.287682	7.807307	5.546141	0.727952
Schnorr	0.151609	7.807307	5.227339	0.701995
Cut	0.151609	7.807307	5.227339	0.701995
Choose	0.151609	7.807307	5.227339	0.701995
侯选	0.151609	7.807307	5.227339	0.701995
澄清	0.151609	7.807307	5.227339	0.701995
各有特点	0.187182	7.807307	5.332189	0.710750
中一阶	0.263156	7.807307	5.501764	0.724456
块长	0.158235	7.807307	5.248612	0.703789
漫	0.161630	7.807307	5.259170	0.704676
NetMeeting	0.339110	7.807307	5.628067	0.734307
3.0	0.296905	7.807307	5.561857	0.729181
SDK	0.197296	7.807307	5.358374	0.712903
事例	0.370996	7.807307	5.672842	0.737727
例证	0.163906	7.807307	5.266126	0.705259
网络工程	0.167282	7.807307	5.276268	0.706108
票据	0.369861	7.402045	5.512002	0.725266
滴水	0.238568	7.807307	5.452923	0.720566
自然数	0.155249	7.807307	5.239137	0.702991
双亲	0.155249	7.807307	5.239137	0.702991
单子	0.155249	7.807307	5.239137	0.702991
国家自然科学基金	0.155249	7.807307	5.239137	0.702991
Karhunen	0.214371	7.807307	5.399685	0.716272
Lo	0.214371	7.807307	5.399685	0.716272
è	0.214371	7.807307	5.399685	0.716272
ve	0.214371	7.807307	5.399685	0.716272
故其	0.140496	7.807307	5.189482	0.698781
群环	0.165541	7.807307	5.271063	0.705672
及奇	0.165541	7.807307	5.271063	0.705672
mod	0.165541	7.807307	5.271063	0.705672
pn	0.165541	7.807307	5.271063	0.705672
多值逻辑	0.340301	7.807307	5.629813	0.734441
势必会	0.268470	7.402045	5.352509	0.712422
无损	0.215232	7.807307	5.401679	0.716434
反激式	0.215232	7.807307	5.401679	0.716434
整流器	0.253917	7.807307	5.483968	0.723044
准零	0.144281	7.807307	5.202700	0.699906
关断	0.219938	7.807307	5.412447	0.717306
调节性	0.144281	7.807307	5.202700	0.699906
回能	0.144281	7.807307	5.202700	0.699906
漏感	0.144281	7.807307	5.202700	0.699906
镀金	0.141682	7.807307	5.193663	0.699137
形貌	0.141682	7.807307	5.193663	0.699137
印制电路	0.141682	7.807307	5.193663	0.699137
一侧	0.141682	7.807307	5.193663	0.699137
Si	0.141682	7.807307	5.193663	0.699137
Al	0.141682	7.807307	5.193663	0.699137
Cl	0.141682	7.807307	5.193663	0.699137
Na	0.141682	7.807307	5.193663	0.699137
Ni	0.141682	7.807307	5.193663	0.699137
微动	0.141682	7.807307	5.193663	0.699137
越厚	0.141682	7.807307	5.193663	0.699137
设计标准	0.141682	7.807307	5.193663	0.699137
Ω	0.141682	7.807307	5.193663	0.699137
NDQAS	0.257584	7.807307	5.491106	0.723611
处理机对	0.138574	7.807307	5.182633	0.698196
quota	0.138574	7.807307	5.182633	0.698196
sub	0.390513	7.402045	5.539060	0.727397
negotiation	0.138574	7.807307	5.182633	0.698196
AFRED	0.223710	7.807307	5.420912	0.717991
FRED	0.280773	7.807307	5.534034	0.727002
越界	0.152096	7.807307	5.228932	0.702130
违约	0.152096	7.807307	5.228932	0.702130
VMISO	0.145711	7.807307	5.207605	0.700323
virtual	0.386547	7.114566	5.415639	0.717565
single	0.339902	7.402045	5.469940	0.721926
output	0.145711	7.807307	5.207605	0.700323
时为	0.145711	7.807307	5.207605	0.700323
阶分集	0.222039	7.807307	5.417178	0.717689
TSF	0.236014	7.807307	5.447565	0.720136
TMF	0.146084	7.807307	5.208876	0.700431
teleManagement	0.146084	7.807307	5.208876	0.700431
forum	0.146084	7.807307	5.208876	0.700431
中高层	0.146084	7.807307	5.208876	0.700431
体中	0.146084	7.807307	5.208876	0.700431
类铜金	0.287682	7.807307	5.546141	0.727952
自旋	0.154151	7.807307	5.235606	0.702693
劈裂	0.154151	7.807307	5.235606	0.702693
锌	0.154151	7.807307	5.235606	0.702693
Au50	0.154151	7.807307	5.235606	0.702693
5.0	0.154151	7.807307	5.235606	0.702693
keV	0.154151	7.807307	5.235606	0.702693
离化度	0.154151	7.807307	5.235606	0.702693
电离	0.234408	7.807307	5.444165	0.719863
旁观	0.154151	7.807307	5.235606	0.702693
量子数	0.154151	7.807307	5.235606	0.702693
电离能	0.154151	7.807307	5.235606	0.702693
正形	0.452362	7.807307	5.771663	0.745143
整除	0.160914	7.807307	5.256961	0.704490
合	0.150209	7.807307	5.222722	0.701605
临界点	0.153101	7.807307	5.232207	0.702406
组长	0.166398	7.807307	5.273631	0.705887
艰巨	0.140496	7.807307	5.189482	0.698781
UDDI	0.140496	7.807307	5.189482	0.698781
universal	0.140496	7.807307	5.189482	0.698781
discover	0.140496	7.807307	5.189482	0.698781
integration	0.140496	7.807307	5.189482	0.698781
WSIL	0.214371	7.807307	5.399685	0.716272
inspection	0.140496	7.807307	5.189482	0.698781
language	0.140496	7.807307	5.189482	0.698781
布式	0.140496	7.807307	5.189482	0.698781
EWSDL	0.139649	7.807307	5.186477	0.698524
Enhanced	0.139649	7.807307	5.186477	0.698524
SCML	0.139649	7.807307	5.186477	0.698524
Composition	0.139649	7.807307	5.186477	0.698524
Management	0.139649	7.807307	5.186477	0.698524
WsFrame	0.213125	7.807307	5.396783	0.716037
Evolved	0.139649	7.807307	5.186477	0.698524
Next	0.142941	7.807307	5.198062	0.699512
Generation	0.142941	7.807307	5.198062	0.699512
使用者	0.373908	7.402045	5.517420	0.725694
OWL	0.358147	7.807307	5.655280	0.736390
VLAN	0.135436	7.807307	5.171248	0.697222
Ethernet	0.135436	7.807307	5.171248	0.697222
passive	0.135436	7.807307	5.171248	0.697222
Q.838	0.135436	7.807307	5.171248	0.697222
统子	0.148466	7.807307	5.216918	0.701113
由法	0.316001	7.807307	5.592906	0.731595
障	0.148466	7.807307	5.216918	0.701113
范例	0.327439	7.807307	5.610618	0.732964
移至	0.141682	7.807307	5.193663	0.699137
海洋	0.145711	7.807307	5.207605	0.700323
为球	0.145711	7.807307	5.207605	0.700323
壳	0.145711	7.807307	5.207605	0.700323
取球壳	0.145711	7.807307	5.207605	0.700323
Approximate	0.145711	7.807307	5.207605	0.700323
Point	0.145711	7.807307	5.207605	0.700323
In	0.145711	7.807307	5.207605	0.700323
Sphere	0.145711	7.807307	5.207605	0.700323
APIS	0.222039	7.807307	5.417178	0.717689
签约	0.166398	7.807307	5.273631	0.705887
个人化	0.166398	7.807307	5.273631	0.705887
良构	0.165541	7.807307	5.271063	0.705672
分类管理	0.165541	7.807307	5.271063	0.705672
产品目录	0.165541	7.807307	5.271063	0.705672
MSSP	0.232872	7.807307	5.440893	0.719600
platform	0.153101	7.807307	5.232207	0.702406
J2ME	0.153101	7.807307	5.232207	0.702406
micro	0.153101	7.807307	5.232207	0.702406
edition	0.153101	7.807307	5.232207	0.702406
geography	0.153101	7.807307	5.232207	0.702406
Security	0.227979	7.807307	5.430321	0.718750
涵括	0.149760	7.807307	5.221235	0.701479
接字	0.149760	7.807307	5.221235	0.701479
Secure	0.149760	7.807307	5.221235	0.701479
socket	0.149760	7.807307	5.221235	0.701479
layer	0.149760	7.807307	5.221235	0.701479
对测	0.151609	7.807307	5.227339	0.701995
